time,v
0,0.0
5,0.0624087190123973
10,0.1243758939136728
15,0.1855723659227535
20,0.2457149575094576
25,0.3045557194526875
30,0.3618789367004398
35,0.4175001315141618
40,0.4712651515698537
45,0.5230491370486153
50,0.572755355100779
55,0.6203135083371321
60,0.6656780602290807
65,0.7088260356179815
70,0.7497547819310878
75,0.788479741780099
80,0.8250321145811534
85,0.8594565411683287
90,0.8918089772949179
95,0.922154612355869
100,0.9505658770533874
105,0.9771207633117784
110,1.001901216513662
115,1.024991725231118
120,1.046478028158741
125,1.066446187827052
130,1.084981632966432
135,1.102168413111948
140,1.118088551105774
145,1.132821659649516
150,1.146444512540151
155,1.159030767405422
160,1.170650753406629
165,1.181371409330014
170,1.191256183750947
175,1.200365023205467
180,1.208754394728272
185,1.216477377272917
190,1.223583729836634
195,1.230120000175253
200,1.236129656236132
205,1.241653247845832
210,1.246728501208307
215,1.251390426758987
220,1.255671481846204
225,1.259601731436373
230,1.263209217845647
235,1.266519709560183
240,1.269557056994289
245,1.272343283727288
250,1.274898799090082
255,1.277242281252997
260,1.279391093702988
265,1.281361229835311
270,1.283167214823037
275,1.284822670155171
280,1.286339985059571
285,1.28773050386524
290,1.289004825765513
295,1.290172466077824
300,1.291242330862068
305,1.292222595879432
310,1.293120605531364
315,1.29394330658862
320,1.294696967650681
325,1.295387302045783
330,1.296019692824224
335,1.296598901133907
340,1.297129416845674
345,1.297615356117124
350,1.298060379555904
355,1.298467974726489
360,1.298841274562463
365,1.299183126895984
370,1.299496219715185
375,1.299782924380166
380,1.300045477516215
385,1.300285930956035
390,1.300506101244453
395,1.300707727098887
400,1.300892365949541
