time,v
0,0.0
5,0.0623746431854603
10,0.1241448032444491
15,0.184864563120728
20,0.2441581996616499
25,0.3017063355137606
30,0.3572425045473281
35,0.4105513023875207
40,0.4614662757557836
45,0.5098671852911575
50,0.5556766386140075
55,0.5988561006437495
60,0.6394015197992372
65,0.6773387635105266
70,0.7127190281486622
75,0.74561437270459
80,0.7761134865357717
85,0.8043177811086442
90,0.8303378675301201
95,0.8542904518843494
100,0.8762956549950514
105,0.8964747455343016
110,0.9149482640458212
115,0.9318345077345042
120,0.9472483404836348
125,0.9613002895911184
130,0.9740958919186457
135,0.9857352433008252
140,0.9963127358730997
145,1.005916930684195
150,1.01463054904819
155,1.022530555383061
160,1.029688332316733
165,1.036169902235178
170,1.042036079017795
175,1.047342663783189
180,1.052140921563786
185,1.056477930247351
190,1.060396578145392
195,1.063936088247555
200,1.067132212461105
205,1.070017530260545
210,1.072621694231919
215,1.074971572198861
220,1.077091655823723
225,1.079004032649835
230,1.08072884608151
235,1.082284211611537
240,1.083686661797936
245,1.084951017360242
250,1.086090833092255
255,1.08711820808625
260,1.088044235659036
265,1.088878781510302
270,1.089630901305557
275,1.090308635115037
280,1.090919358850689
285,1.09146962775325
290,1.091965437147753
295,1.092412133644695
300,1.092814585217942
305,1.093177151481782
310,1.093503782180042
315,1.093798030407015
320,1.094063098560711
325,1.094301880163333
330,1.094516971427826
335,1.094710726850142
340,1.09488525163783
345,1.095042460920722
350,1.095184061742119
355,1.095311611592486
360,1.095426494439017
365,1.095529976388151
370,1.095623179520453
375,1.095707132385598
380,1.095782744946809
385,1.095850850809953
390,1.095912175963887
395,1.095967388086431
400,1.096017085668428
