time,v
0,0.0
5,0.0624008953450829
10,0.1243232049871336
15,0.1854108818245884
20,0.2453591535007116
25,0.303902837677487
30,0.3608134516772388
35,0.4158979599436828
40,0.4689974854920199
45,0.519986475165814
50,0.5687706844168456
55,0.6152853661190325
60,0.6594928232783258
65,0.7013798721184087
70,0.7409551448816294
75,0.7782463414767223
80,0.813297493089008
85,0.8461663014782677
90,0.8769216100408654
95,0.9056410649549776
100,0.9324089767102324
105,0.9573143978150256
110,0.9804494228915936
115,1.001907710540782
120,1.021783219881027
125,1.040169149600068
130,1.057157063924073
135,1.072836189217209
140,1.087292859027237
145,1.100610090787287
150,1.112867290992029
155,1.124140046838598
160,1.134500006612781
165,1.144014830206595
170,1.152748203549528
175,1.160759935251237
180,1.168105983763488
185,1.174838518771072
190,1.181005985954117
195,1.186653792049969
200,1.191823768018011
205,1.196554800572241
210,1.20088284520488
215,1.20484113061663
220,1.208460380270112
225,1.211768883210266
230,1.214792687279961
235,1.217555803781406
240,1.220080235690032
245,1.222386278157346
250,1.224492473695047
255,1.226415925184958
260,1.228172246240757
265,1.229775796236993
270,1.231239720728671
275,1.232576036808787
280,1.233795802489108
285,1.234909056143345
290,1.235925078145699
295,1.236852252540153
300,1.237698348297376
305,1.23847036799453
310,1.239174800166892
315,1.239817509068475
320,1.240403890512452
325,1.240938862578466
330,1.241426906230243
335,1.241872141720224
340,1.242278292120946
345,1.242648802111993
350,1.242986768340431
355,1.243295065170492
360,1.243576270481838
365,1.243832777865137
370,1.244066740655243
375,1.244280143550457
380,1.244474789961559
385,1.244652322999515
390,1.244814251659225
395,1.244961938248068
400,1.245096642844695
