time,v
0,0.0
5,0.0623458450584599
10,0.1239495561395211
15,0.1842687500140712
20,0.2428543743655021
25,0.2993346678356438
30,0.3534109517945838
35,0.404854467017859
40,0.4535025564268029
45,0.4992532809335412
50,0.5420594701433253
55,0.5819217118869642
60,0.6188812045208238
65,0.6530125871553037
70,0.6844170652825481
75,0.7132160238475146
80,0.739545269637807
85,0.7635499899253162
90,0.7853804563704585
95,0.8051884575107127
100,0.8231244145241212
105,0.8393351189229469
110,0.8539620215921508
115,0.8671399979887384
120,0.8789965144393352
125,0.8896511247782176
130,0.8992152333641731
135,0.9077920681264788
140,0.9154768148790744
145,0.9223568714969828
150,0.9285122094392596
155,0.9340157842077134
160,0.9389338644412628
165,0.9433264214648838
170,0.9472478933856756
175,0.9507474079050529
180,0.9538692037205144
185,0.9566531928910884
190,0.9591351813455354
195,0.9613474736557218
200,0.9633188432837204
205,0.9650752973161304
210,0.9666398891433128
215,0.9680334553915172
220,0.9692744204442828
225,0.9703794450343332
230,0.9713632190948618
235,0.9722390504032596
240,0.9730186291662416
245,0.9737125644608569
250,0.974330148704424
255,0.9748798181429372
260,0.9753689545991796
265,0.975804255543086
270,0.97619158149834
275,0.9765362479435424
280,0.9768429041087942
285,0.977115768445296
290,0.9773585268404557
295,0.9775745245572782
300,0.977766682886658
305,0.9779376516059154
310,0.9780897459446684
315,0.978225063499316
320,0.9783454390596824
325,0.9784525332293644
330,0.9785477997348706
335,0.9786325533336576
340,0.9787079455606916
345,0.9787750169562744
350,0.978834679622602
355,0.9788877566101488
360,0.9789349704461916
365,0.9789769678283368
370,0.9790143090428186
375,0.9790475018615584
380,0.9790769974506136
385,0.9791032015680536
390,0.9791264858524216
395,0.9791471988010232
400,0.9791656738639696
