time,v
0,0.0
5,0.0624040855320869
10,0.1243443418828822
15,0.185475513909404
20,0.2455013946364045
25,0.3041636712527729
30,0.3612388421174522
35,0.4165371598298596
40,0.4699016013342966
45,0.5212066575862333
50,0.5703569815650137
55,0.6172854057199925
60,0.661951011085141
65,0.7043366186505449
70,0.7444462574781454
75,0.7823026755146386
80,0.817944731926445
85,0.8514248702983419
90,0.8828067939812774
95,0.9121632199019502
100,0.9395737409945242
105,0.9651230678469852
110,0.9888993376703348
115,1.010992655956196
120,1.031493771205156
125,1.050493159038899
130,1.068080061678727
135,1.084341762625255
140,1.099362966161845
145,1.113225456744429
150,1.126007704360189
155,1.137784629616375
160,1.148627434972653
165,1.158603586626492
170,1.16777675454617
175,1.17620684055639
180,1.183950039100372
185,1.191058961882101
190,1.19758273805442
195,1.203567151994467
200,1.209054799557772
205,1.214085267512607
210,1.218695259303458
215,1.222918717190395
220,1.226787015030123
225,1.230329122548072
230,1.233571922700534
235,1.236540100645272
240,1.239256400422156
245,1.241741750568782
250,1.244015530947218
255,1.246095353508034
260,1.247997597063893
265,1.249737299926749
270,1.251328032310176
275,1.25278254167027
280,1.254112360665549
285,1.255328010663796
290,1.256439328743756
295,1.257455080178333
300,1.25838347763632
305,1.259232039229919
310,1.260007473147623
315,1.260716140879165
320,1.261363751849597
325,1.261955490199785
330,1.262496246310166
335,1.262990313585448
340,1.26344174470404
345,1.263854245418339
350,1.264231090601762
355,1.264575407299495
360,1.264889990618429
365,1.265177372210585
370,1.265439944426257
375,1.265679802697206
380,1.265898925367663
385,1.266099123036704
390,1.266281988283372
395,1.266449049273468
400,1.26660166808079
