time,v
0,0.0
5,0.0624061447621306
10,0.124358362843126
15,0.1855185455102794
20,0.2455962608390563
25,0.3043377767956003
30,0.3615230177958152
35,0.4169645355791489
40,0.4705065336723022
45,0.5220237384090409
50,0.5714201322241228
55,0.6186271034767497
60,0.6636016319510559
65,0.7063239198454769
70,0.7467949919160524
75,0.7850343237502692
80,0.8210773547570293
85,0.8549730550591605
90,0.8867816888650867
95,0.9165726409601812
100,0.9444223428771495
105,0.9704125479624216
110,0.9946286762976788
115,1.017158376445699
120,1.03809021319796
125,1.057512745844831
130,1.075513567885807
135,1.09217857178962
140,1.10759131559165
145,1.121832662615727
150,1.134980371055305
155,1.14710883978143
160,1.158288919864032
165,1.168587876856074
170,1.178069312931195
175,1.186793177178503
180,1.194815809382711
185,1.20219005002161
190,1.208965326287264
195,1.215187777093506
200,1.220900398481283
205,1.226143215393348
210,1.230953393668328
215,1.2353653559716
220,1.239410961433374
225,1.243119668549085
230,1.24651887631726
235,1.249633750587802
240,1.252487525189431
245,1.255101612393153
250,1.257495846000721
255,1.259688307132929
260,1.261695807277246
265,1.263533803747144
270,1.265216284885206
275,1.266756380519869
280,1.26816599740153
285,1.269456015804456
290,1.27063660488103
295,1.271716856181618
300,1.272705283754679
305,1.273609691235873
310,1.274437062636718
315,1.275194013059065
320,1.275886493900624
325,1.276519918043118
330,1.27709938874568
335,1.277629401149898
340,1.278114196445407
345,1.278557657179215
350,1.278963224126849
355,1.279334179378794
360,1.279673463139939
365,1.279983742725022
370,1.280267537291627
375,1.28052706044563
380,1.280764401113753
385,1.280981473097089
390,1.281179964646729
395,1.281361493877904
400,1.281527506216192
