time,v
0,0.0
5,0.0623756722235224
10,0.1241517888458789
15,0.1848859206340118
20,0.2442050512170464
25,0.3017918098135444
30,0.357381059593385
35,0.4107580813342396
40,0.4617565126191735
45,0.5102556825684647
50,0.5561773263896964
55,0.5994816869137959
60,0.6401632306351467
65,0.6782461692380284
70,0.7137799485241909
75,0.7468348515259521
80,0.7774978244534678
85,0.8058686146753299
90,0.8320562829170219
95,0.8561761227711564
100,0.8783469954499391
105,0.898689070050217
110,0.9173219482823092
115,0.934363144914652
120,0.9499268906209384
125,0.9641232162761602
130,0.9770572844460034
135,0.9888289349117376
140,0.9995324002206418
145,1.009256167751072
150,1.018082958562053
155,1.026089798537912
160,1.033348179466529
165,1.03992427836619
170,1.045879101610425
175,1.051268671547718
180,1.056144455742579
185,1.060553797337606
190,1.064539825275972
195,1.068142018140424
200,1.071396379788489
205,1.074335738806752
210,1.076990001386164
215,1.079386269628884
220,1.081549276551139
225,1.083501328757841
230,1.085262790972624
235,1.086851979374434
240,1.088285626173416
245,1.089578732833697
250,1.090745032109921
255,1.091796784881028
260,1.09274524035197
265,1.093600410364489
270,1.094371478873886
275,1.095066631764487
280,1.095693338659333
285,1.096258290316727
290,1.096767560281554
295,1.097226611735011
300,1.097640381862858
305,1.098013329108628
310,1.09834946399643
315,1.09865242286763
320,1.0989254617323
325,1.099171543557774
330,1.099393311825259
335,1.099593178743279
340,1.09977329082527
345,1.099935611247041
350,1.100081882827162
355,1.100213703103177
360,1.10033248690936
365,1.100439533673198
370,1.100535992061902
375,1.100622918287071
380,1.100701245130789
385,1.100771830154616
390,1.100835419439055
395,1.100892699040107
400,1.100944283924001
