time,v
0,0.0
5,0.0624092338908079
10,0.1243794007773407
15,0.1855831341293661
20,0.2457387120485087
25,0.3045993494795355
30,0.3619502139238595
35,0.4176074347203415
40,0.4714172033117313
45,0.523254758809571
50,0.5730232419755744
55,0.6206520345375585
60,0.6660951118225765
65,0.7093288764896634
70,0.7503499514160537
75,0.7891729808092378
80,0.8258283212409794
85,0.8603597498623029
90,0.8928223599266826
95,0.9232804981254812
100,0.9518057887801314
105,0.9784754631284032
110,1.003370761333662
115,1.026575528193856
120,1.048174924299744
125,1.068254499209913
130,1.086899234665711
135,1.104192797472531
140,1.120216889464328
145,1.135050859622243
150,1.148771271834627
155,1.161451623165467
160,1.173162126913041
165,1.183969645912852
170,1.193937588368017
175,1.203125891618887
180,1.211591040437219
185,1.219386154699291
190,1.226561053910922
195,1.233162362622876
200,1.239233639016519
205,1.244815534505836
210,1.249945884702596
215,1.25465981561316
220,1.25898990286083
225,1.262966331885115
230,1.266617273224278
235,1.269968615962067
240,1.273044334261662
245,1.275866574723716
250,1.278455862768201
255,1.280830997300947
260,1.28300945363526
265,1.285007333982357
270,1.286839272740286
275,1.288518991541697
280,1.29005897809003
285,1.291470671591665
290,1.292764759261157
295,1.293950843322357
300,1.295037910312716
305,1.296034212491872
310,1.296947168472031
315,1.297783793365304
320,1.298550421235626
325,1.299252827499707
330,1.299896453055006
335,1.30048611416419
340,1.301026352240868
345,1.301521331915695
350,1.301974759495065
355,1.302390165262779
360,1.302770722282496
365,1.303119316018581
370,1.303438669669251
375,1.303731187552379
380,1.3039991371619
385,1.304244599205568
390,1.304469417112124
395,1.304675354869659
400,1.304863993411907
