time,v
0,0.0
5,0.0624164431814992
10,0.1244285344647108
15,0.1857339750385939
20,0.2460717522248227
25,0.3052115435199707
30,0.3629512933594132
35,0.4191160398990131
40,0.4735573568511834
45,0.5261525731853459
50,0.5768035144321497
55,0.6254356626371449
60,0.6719968337954327
65,0.716455165432193
70,0.7587974924254216
75,0.7990274830141796
80,0.837163959526861
85,0.8732388309655406
90,0.9072950388391352
95,0.9393852903413832
100,0.969569294593421
105,0.9979139357553484
110,1.024489482651725
115,1.049371282483835
120,1.072634834004613
125,1.094358252976684
130,1.11462009069322
135,1.133498881946887
140,1.151070992811875
145,1.167411612056143
150,1.182593101921395
155,1.196686802446873
160,1.20976030052022
165,1.221879959281468
170,1.233107202266761
175,1.243502820492937
180,1.253122468710561
185,1.262019500674403
190,1.270243758739328
195,1.277843293785345
200,1.284862502401435
205,1.291344018595215
210,1.297326318356359
215,1.302846825606353
220,1.307938723907516
225,1.31263524965101
230,1.316965224782119
235,1.320956476323598
240,1.324634650839941
245,1.328023824925001
250,1.331146200581117
255,1.334022147901279
260,1.33667078245185
265,1.339109497926035
270,1.341354825732169
275,1.34342170610559
280,1.345324313338637
285,1.347075522227537
290,1.348687291927753
295,1.350170635852026
300,1.351535572456913
305,1.352791539117472
310,1.353947118544393
315,1.35501025969282
320,1.355988292519095
325,1.35688792296892
330,1.357715358640279
335,1.358476317247189
340,1.359176195680378
345,1.359819941315032
350,1.360412186181751
355,1.360956738709248
360,1.3614575456
365,1.361918110339329
370,1.362341684117208
375,1.362731264516784
380,1.363089627500202
385,1.363419126989097
390,1.363722127943714
395,1.364000752770235
400,1.364256942207354
