time,v
0,0.0
5,0.0624128383044705
10,0.124403954887999
15,0.1856585500991167
20,0.2459051359298315
25,0.304905147748509
30,0.3624500290729469
35,0.4183602810080685
40,0.4724846425826735
45,0.5246991988542876
50,0.5749063649173582
55,0.6230334324984282
60,0.6690311062238871
65,0.7128715634058559
70,0.7545464633500274
75,0.7940649445648198
80,0.831451518536283
85,0.8667439433978914
90,0.8999912733512512
95,0.9312519276306694
100,0.9605918323057168
105,0.9880828188034874
110,1.013801097132883
115,1.037825896948776
120,1.060238211895268
125,1.081119872568368
130,1.100552598731457
135,1.118617243098281
140,1.135393126267135
145,1.150957619813065
150,1.165385691636763
155,1.178749594471343
160,1.191118617676487
165,1.202558987605271
170,1.213133733770967
175,1.222902642111522
180,1.231922243707023
185,1.240245875990321
190,1.247923721942748
195,1.2550028920771
200,1.261527522412846
205,1.267538900656336
210,1.273075597093208
215,1.278173568645928
220,1.282866274137435
225,1.287184782760254
230,1.291157913863926
235,1.294812566106575
240,1.298173572669413
245,1.30126395540113
250,1.304104974203805
255,1.306716386943072
260,1.309116394401724
265,1.311321795026481
270,1.313348224733662
275,1.315209892197028
280,1.316920079445148
285,1.318491021778304
290,1.319933820750949
295,1.3212589131221
300,1.322475799215539
305,1.323593189688747
310,1.324619242515817
315,1.325561279654541
320,1.326426176678547
325,1.327220257358428
330,1.327949197097411
335,1.328618385632736
340,1.329232691082057
345,1.329796555226791
350,1.330314167712214
355,1.330789250428243
360,1.331225309773453
365,1.331625567968018
370,1.331992903301543
375,1.332330055759709
380,1.332639495263443
385,1.332923471822429
390,1.333184111713015
395,1.333423296890753
400,1.333642803268489
