time,v
0,0.0
5,0.0624138682220507
10,0.1244109722982295
15,0.185680109909409
20,0.2459527313360141
25,0.3049926436186852
30,0.3625931151269017
35,0.4185759356125095
40,0.4727906178290856
45,0.5251135385009114
50,0.5754469573874801
55,0.6237176203704436
60,0.6698753459352077
65,0.7138911474129876
70,0.7557553023831513
75,0.7954754047322956
80,0.8330743152794732
85,0.868588082723678
90,0.9020640368972328
95,0.9335588957122616
100,0.9631369411326378
105,0.9908684386150832
110,1.016828131556541
115,1.041093896431518
120,1.063745497770722
125,1.084863662222759
130,1.104529134331367
135,1.122821918695007
140,1.139820611512604
145,1.155601976063551
150,1.17024048229993
155,1.183807987367319
160,1.196373478898966
165,1.208002966189832
170,1.218759338131564
175,1.228702307885687
180,1.237888393215479
185,1.246370970078047
190,1.254200304557622
195,1.26142362805867
200,1.268085228938251
205,1.27422657353161
210,1.279886432890178
215,1.285100980693161
220,1.289903904664895
225,1.294326510222872
230,1.298397854548831
235,1.302145090281019
240,1.305593294111864
245,1.308765731166072
250,1.311683910612106
255,1.314367824022123
260,1.316835907992843
265,1.319105193201686
270,1.321191532271311
275,1.323109353969766
280,1.324872145344793
285,1.326492339294168
290,1.327981232327961
295,1.329349441135449
300,1.330606641123806
305,1.331761710850773
310,1.332822964386088
315,1.333797876182549
320,1.334693463749154
325,1.33551618548356
330,1.336271846095241
335,1.336965955570239
340,1.337603496407834
345,1.338189018526623
350,1.338726812866477
355,1.339220697206042
360,1.339674267867527
365,1.340090831604844
370,1.34047334629216
375,1.340824626465205
380,1.341147212038191
385,1.341443418674494
390,1.341715434244561
395,1.341965198217314
400,1.34219454054888
