time,v
0,0.0
5,0.0624226183638398
10,0.1244706350404134
15,0.1858635752188396
20,0.246358100821354
25,0.3057385681618168
30,0.3638143802775466
35,0.4204189803909374
40,0.4754093341046118
45,0.5286652235722086
50,0.5800885332256057
55,0.629602367042699
60,0.6771498948009855
65,0.7226931018893681
70,0.7662112653893539
75,0.8076994637280834
80,0.8471669233144226
85,0.8846354560430324
90,0.9201378273521532
95,0.9537162255316636
100,0.9854207455804338
105,1.015307983799395
110,1.043439722934286
115,1.06988172754562
120,1.094702667213926
125,1.117973128574834
130,1.139764770762585
135,1.160149558816485
140,1.179199131713899
145,1.196984242252618
150,1.213574310414705
155,1.229037041328857
160,1.243438131575997
165,1.256841028563337
170,1.269306783323987
175,1.280893935918941
180,1.291658364471248
185,1.301653190946088
190,1.310928775003634
195,1.319533012834949
200,1.327510839578935
205,1.334905232480928
210,1.341756261857904
215,1.348102020241657
220,1.353978171351427
225,1.359418053962939
230,1.3644528585815
235,1.369111619157906
240,1.373421221300499
245,1.377406720281589
250,1.381091675304578
255,1.384497782773851
260,1.387645876792712
265,1.390555274176345
270,1.393243859888889
275,1.395728764342212
280,1.39802486887292
285,1.400146074596961
290,1.402105322798416
295,1.403914423376604
300,1.405584400131724
305,1.407126329429148
310,1.408550123966108
315,1.409864638929524
320,1.41107875272819
325,1.41219996305257
330,1.413235478978315
335,1.414191583758212
340,1.415073847501705
345,1.41588782784921
350,1.416638761822354
355,1.417331414187403
360,1.417970500664714
365,1.418560503826137
370,1.419105230227485
375,1.41960858455275
380,1.420073406045046
385,1.420502411973839
390,1.420898177637933
395,1.421262576423878
400,1.421598201841348
