time,v
0,0.0
5,0.0623803033540365
10,0.124183234733513
15,0.18498209670316
20,0.2444161293460569
25,0.3021771097760548
30,0.3580060402147096
35,0.411691472317816
40,0.4630676583657506
45,0.5120121951088654
50,0.5584430909280959
55,0.602315265491558
60,0.643616660414262
65,0.6823641404764206
70,0.718599333923323
75,0.7523845469951291
80,0.7837988535180034
85,0.8129344448029482
90,0.8398933031096462
95,0.86478423637153
100,0.8877202895233491
105,0.908816512695872
110,0.9281881076931044
115,0.9459488900299658
120,0.9622100593217272
125,0.9770792414736704
130,0.9906597689445206
135,1.003050166052369
140,1.014343808137472
145,1.024628725757939
150,1.033987527738488
155,1.042497419741448
160,1.050230305540785
165,1.057252981294325
170,1.063627258224447
175,1.069410109073239
180,1.074653914768771
185,1.079407145743104
190,1.083714012793095
195,1.087615138364936
200,1.091147653467142
205,1.094345521368431
210,1.097239775752098
215,1.099858617735529
220,1.102227840360997
225,1.104370813244383
230,1.106308850555042
235,1.108061273340702
240,1.109645648689643
245,1.111077917511136
250,1.112372527632217
255,1.113542616857521
260,1.114600037547563
265,1.115555603516715
270,1.116419020439369
275,1.11719917072135
280,1.117903996994387
285,1.118540781537345
290,1.119116021671431
295,1.119635683057182
300,1.12010507692111
305,1.120529088791508
310,1.120912057568552
315,1.12125798080842
320,1.121570402577965
325,1.121852587795201
330,1.12210743686754
335,1.122337608028863
340,1.122545478033578
345,1.122733209330968
350,1.122902748809235
355,1.123055856412592
360,1.123194125976998
365,1.12331898997625
370,1.123431752424656
375,1.123533579454456
380,1.123625537081962
385,1.123708575030703
390,1.123783561561301
395,1.123851257809497
400,1.123912364940571
