time,v
0,0.0
5,0.0623885383397648
10,0.1242391812702655
15,0.1851533486040248
20,0.2447923766517867
25,0.3028647883524208
30,0.3591232023732011
35,0.4133627122040985
40,0.4654194346662348
45,0.5151688198931382
50,0.5625230991081985
55,0.607428522986085
60,0.6498620589249609
65,0.6898279756394464
70,0.7273542997680387
75,0.7624892759714678
80,0.7952979219598664
85,0.8258587647904091
90,0.8542608220142961
95,0.8806008664650955
100,0.9049809930073172
105,0.927506491820262
110,0.9482840235691598
115,0.9674200883933812
120,0.9850197471007538
125,1.001185619236895
130,1.016017079537845
135,1.029609653447107
140,1.042054580632882
145,1.053438521787823
150,1.063843385703548
155,1.073346255619218
160,1.082019404424676
165,1.089930417143295
170,1.097142230208524
175,1.103713209135703
180,1.109697287011634
185,1.115144750505161
190,1.120101642726157
195,1.124610574951634
200,1.128710641048386
205,1.132437846297432
210,1.135825219728778
215,1.138902998930323
220,1.141698885214794
225,1.144238206767538
230,1.146544075545529
235,1.148637634720353
240,1.150538115292272
245,1.152263126887228
250,1.153828628094056
255,1.155249269450502
260,1.156538260283543
265,1.157707767091071
270,1.158768709408747
275,1.159731160019175
280,1.160604148043943
285,1.161395981922225
290,1.162114141187875
295,1.162765457316554
300,1.163356123406738
305,1.163891756956951
310,1.164377480964531
315,1.164817912429614
320,1.165217284908877
325,1.165579392499613
330,1.165907728431788
335,1.166205411880242
340,1.166475321279052
345,1.166720021879428
350,1.166941883990962
355,1.167143017380028
360,1.167325371887502
365,1.167490686908202
370,1.167640560728331
375,1.167776430628011
380,1.167899604546928
385,1.168011269568777
390,1.168112497003095
395,1.168204266008734
400,1.168287454939752
