time,v
0,0.0
5,0.0623972906521971
10,0.1242986851581708
15,0.185335686560248
20,0.2451935443221908
25,0.3035992593797207
30,0.3603186370274813
35,0.4151549381930318
40,0.4679475425728116
45,0.5185709042201999
50,0.5669323732007506
55,0.6129701370486746
60,0.6566505319273986
65,0.6979652630379154
70,0.7369284689301339
75,0.7735737473893931
80,0.8079512132350266
85,0.8401246607386358
90,0.870168895445906
95,0.8981672571571934
100,0.9242094018844008
105,0.9483893100046168
110,0.9708035418555694
115,0.991549735207636
120,1.010725334371613
125,1.028426535358494
130,1.044747428425793
135,1.059779317977222
140,1.073610199539813
145,1.086324373966695
150,1.098002181296404
155,1.108719828732081
160,1.118549311167861
165,1.127558396744656
170,1.135810683171597
175,1.143365709368652
180,1.150278995874933
185,1.156602129425539
190,1.162382962471315
195,1.167666159675379
200,1.17249277271894
205,1.17690089289349
210,1.180925589160675
215,1.184599275093893
220,1.187951770224594
225,1.191010481420118
230,1.19380061668164
235,1.196345305956159
240,1.198665742864941
245,1.200781393670395
250,1.202710031740412
255,1.204468005048694
260,1.206070181650085
265,1.207530274764648
270,1.208860694794704
275,1.210072917659865
280,1.211177307598019
285,1.212183421082722
290,1.213099931700502
295,1.213934766768062
300,1.214695177429915
305,1.215387742076758
310,1.216018512035167
315,1.216592946795906
320,1.217116090905763
325,1.21759247460666
330,1.218026297541472
335,1.218421320028377
340,1.218781028994734
345,1.219108557155337
350,1.219406785725075
355,1.219678329129295
360,1.219925566686475
365,1.220150677740564
370,1.220355629613343
375,1.220542236426195
380,1.220712126195182
385,1.220866807016427
390,1.221007627314591
395,1.221135839023305
400,1.221252559978231
