time,v
0,0.0
5,0.0623720707522852
10,0.1241273430153988
15,0.1848111930919093
20,0.2440411576420365
25,0.3014928844990568
30,0.356896639407111
35,0.4100353707154774
40,0.4607424695434835
45,0.5088988477769946
50,0.5544293623542409
55,0.5972985933088389
60,0.6375062420311016
65,0.6750823492558299
70,0.7100825061937633
75,0.742583214413435
80,0.7726775088440914
85,0.8004709353942417
90,0.8260779437541462
95,0.8496187245075861
100,0.87121649373963
105,0.8909952105478421
110,0.9090777014463652
115,0.9255841579258464
120,0.9406309682655698
125,0.954329842181662
130,0.9667871870143204
135,0.9781036962249198
140,0.9883741140679524
145,0.997687143797412
150,1.006125470888694
155,1.013765873499435
160,1.020679435651587
165,1.026931767692755
170,1.032583182743632
175,1.037688915416322
180,1.042299727343155
185,1.046462010127654
190,1.050218051094105
195,1.053606434816726
200,1.056662279791938
205,1.059417550910147
210,1.061901260188603
215,1.064139707379707
220,1.066156774193309
225,1.067974020596685
230,1.069611032547461
235,1.071085444222615
240,1.072413285996783
245,1.073608947799782
250,1.074685536377274
255,1.075654767624242
260,1.076527340900879
265,1.077312781352847
270,1.078019803148623
275,1.078656145593077
280,1.079228893564039
285,1.079744331827001
290,1.080208217414622
295,1.080625649671361
300,1.081001305949992
305,1.08133932086072
310,1.081643491750532
315,1.081917170191032
320,1.082163435440388
325,1.082385004244492
330,1.082584370321579
335,1.08276373941035
340,1.082925126903362
345,1.083070324425299
350,1.083200960907786
355,1.083318491185894
360,1.08342423162737
365,1.083519363226899
370,1.083604949568604
375,1.083681948906148
380,1.083751220709095
385,1.083813536862266
390,1.083869579673228
395,1.08391997215777
400,1.083965274105558
